component_family,assignment_owner_type,component_uid,component_name,component_secondary_name,component_detail_name,parent_control_point_uid,parent_control_point_name,ptc_site_name,subdivision_uid,subdivision_name,territory_assignment,station_name,component_codeline,station_code_line_number,station_code_line_name,station_code_station_number,reference_column,reference_kind,slot_number,raw_reference_value,raw_reference_part,reference_format,match_status,resolution_method,resolved_code_line_number,resolved_code_station_number,resolved_control_point_number,resolved_bp_assignment,resolved_mnemonic,resolved_long_name,resolved_bit_type,misc_type,misc_type_of_device,misc_device_category,misc_secondary_text,misc_device_control,misc_control_only,misc_indicate_only,misc_flash_control,misc_flash_indicate,misc_scada_mode,misc_track_interlock_mode
control_point,direct_control_point_slot,100012,SHELL,NULL,CP Shell,100012,SHELL,CP Shell,2,SAN DIEGO,100,CP SHELL,5,5,CDLN-5,1,CPIND11,indication,11,0;0;100012;5,0;0;100012;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100012,SHELL,NULL,CP Shell,100012,SHELL,CP Shell,2,SAN DIEGO,100,CP SHELL,5,5,CDLN-5,1,CPIND12,indication,12,0;0;100012;5,0;0;100012;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100012,SHELL,NULL,CP Shell,100012,SHELL,CP Shell,2,SAN DIEGO,100,CP SHELL,5,5,CDLN-5,1,CPIND13,indication,13,0;0;100012;5,0;0;100012;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100012,SHELL,NULL,CP Shell,100012,SHELL,CP Shell,2,SAN DIEGO,100,CP SHELL,5,5,CDLN-5,1,CPIND2,indication,2,9;1;100012,9;1;100012,code_line_station_control_point,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,5,1,100012,9,POK,POWER OFF INDICATION,None,,,,,,,,,,,
control_point,direct_control_point_slot,100012,SHELL,NULL,CP Shell,100012,SHELL,CP Shell,2,SAN DIEGO,100,CP SHELL,5,5,CDLN-5,1,CPIND3,indication,3,0;1;100012,0;1;100012,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100012,SHELL,NULL,CP Shell,100012,SHELL,CP Shell,2,SAN DIEGO,100,CP SHELL,5,5,CDLN-5,1,CPIND4,indication,4,0;1;100012,0;1;100012,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100012,SHELL,NULL,CP Shell,100012,SHELL,CP Shell,2,SAN DIEGO,100,CP SHELL,5,5,CDLN-5,1,CPIND5,indication,5,0;1;100012,0;1;100012,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100012,SHELL,NULL,CP Shell,100012,SHELL,CP Shell,2,SAN DIEGO,100,CP SHELL,5,5,CDLN-5,1,CPIND6,indication,6,0;1;100012,0;1;100012,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100012,SHELL,NULL,CP Shell,100012,SHELL,CP Shell,2,SAN DIEGO,100,CP SHELL,5,5,CDLN-5,1,CPIND7,indication,7,0;1;100012,0;1;100012,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100012,SHELL,NULL,CP Shell,100012,SHELL,CP Shell,2,SAN DIEGO,100,CP SHELL,5,5,CDLN-5,1,CPIND8,indication,8,0;1;100012,0;1;100012,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100012,SHELL,NULL,CP Shell,100012,SHELL,CP Shell,2,SAN DIEGO,100,CP SHELL,5,5,CDLN-5,1,CPIND9,indication,9,0;1;100012,0;1;100012,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL1,control,1,0;1;100013,0;1;100013,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL10,control,10,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL11,control,11,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL12,control,12,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL13,control,13,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL2,control,2,0;1;100013,0;1;100013,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL3,control,3,0;1;100013,0;1;100013,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL4,control,4,0;1;100013,0;1;100013,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL5,control,5,0;1;100013,0;1;100013,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL6,control,6,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL7,control,7,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL8,control,8,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL9,control,9,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND1,indication,1,38;1;100013,38;1;100013,code_line_station_control_point,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,5,1,100013,38,LCK,LOCAL CONTROL INDICATION,None,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND10,indication,10,0;1;100013,0;1;100013,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND11,indication,11,0;0;100013;5,0;0;100013;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND12,indication,12,0;0;100013;5,0;0;100013;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND13,indication,13,0;0;100013;5,0;0;100013;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND2,indication,2,37;1;100013,37;1;100013,code_line_station_control_point,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,5,1,100013,37,POK,POWER OFF INDICATION,None,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND3,indication,3,39;1;100013,39;1;100013,code_line_station_control_point,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,5,1,100013,39,LOK,SIGNAL LAMP OUT INDICATION,None,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND4,indication,4,40;1;100013,40;1;100013,code_line_station_control_point,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,5,1,100013,40,DOK,DOOR OPEN INDICATION,None,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND5,indication,5,0;1;100013,0;1;100013,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND6,indication,6,0;1;100013,0;1;100013,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND7,indication,7,0;1;100013,0;1;100013,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND8,indication,8,0;1;100013,0;1;100013,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100013,ESCONDIDO JCT,NULL,CP Escondido Jct,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND9,indication,9,0;1;100013,0;1;100013,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPCTL1,control,1,0;1;100015,0;1;100015,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPCTL11,control,11,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPCTL12,control,12,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPCTL13,control,13,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPCTL2,control,2,0;1;100015,0;1;100015,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPCTL3,control,3,0;1;100015,0;1;100015,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPCTL4,control,4,0;1;100015,0;1;100015,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPCTL5,control,5,0;1;100015,0;1;100015,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPIND1,indication,1,9;1;100015,9;1;100015,code_line_station_control_point,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,5,1,100015,9,LCK,LOCAL CONTROL INDICATION,None,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPIND10,indication,10,0;1;100015,0;1;100015,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPIND11,indication,11,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPIND12,indication,12,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPIND13,indication,13,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPIND2,indication,2,8;1;100015,8;1;100015,code_line_station_control_point,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,5,1,100015,8,POK,POWER OFF INDICATION,None,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPIND3,indication,3,13;1;100015,13;1;100015,code_line_station_control_point,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,5,1,100015,13,LOK,LIGHT OUT INDICATION,None,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPIND4,indication,4,11;1;100015,11;1;100015,code_line_station_control_point,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,5,1,100015,11,DOK,DOOR INDICATION,None,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPIND5,indication,5,0;1;100015,0;1;100015,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPIND6,indication,6,0;1;100015,0;1;100015,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPIND7,indication,7,0;1;100015,0;1;100015,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPIND8,indication,8,0;1;100015,0;1;100015,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100015,SCRIPPS,NULL,CP Scripps,100015,SCRIPPS,CP Scripps,2,SAN DIEGO,100,CP SCRIPPS,5,5,CDLN-5,1,CPIND9,indication,9,0;1;100015,0;1;100015,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPCTL1,control,1,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPCTL10,control,10,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPCTL11,control,11,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPCTL12,control,12,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPCTL13,control,13,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPCTL2,control,2,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPCTL3,control,3,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPCTL4,control,4,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPCTL5,control,5,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPCTL6,control,6,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPCTL7,control,7,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPCTL8,control,8,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPCTL9,control,9,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPIND1,indication,1,0;0;100016;5,0;0;100016;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPIND10,indication,10,0;0;100016;5,0;0;100016;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPIND11,indication,11,0;0;100016;5,0;0;100016;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPIND12,indication,12,0;0;100016;5,0;0;100016;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPIND13,indication,13,0;0;100016;5,0;0;100016;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPIND2,indication,2,0;0;100016;5,0;0;100016;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPIND3,indication,3,0;0;100016;5,0;0;100016;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPIND4,indication,4,0;0;100016;5,0;0;100016;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPIND5,indication,5,0;0;100016;5,0;0;100016;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPIND6,indication,6,0;0;100016;5,0;0;100016;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPIND7,indication,7,0;0;100016;5,0;0;100016;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPIND8,indication,8,0;0;100016;5,0;0;100016;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100016,LONGBOARD,NULL,CP Longboard,100016,LONGBOARD,CP Longboard,2,SAN DIEGO,100,CP LONGBOARD,5,5,CDLN-5,1,CPIND9,indication,9,0;0;100016;5,0;0;100016;5,code_line_station_control_point_bit,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100017,FARR,NULL,CP Farr,100017,FARR,CP Farr,2,SAN DIEGO,100,CP FARR,5,5,CDLN-5,1,CPCTL1,control,1,0;1;100017,0;1;100017,code_line_station_control_point,unresolved,,,,,,,,,,,,,,,,,,,
control_point,direct_control_point_slot,100017,FARR,NULL,CP Farr,100017,FARR,CP Farr,2,SAN DIEGO,100,CP FARR,5,5,CDLN-5,1,CPCTL10,control,10,0;0;0;0,0;0;0;0,default_zero,default_zero,,,,,,,,,,,,,,,,,,,
